job_id,arrival_min,start_min,finish_min,wait_min,runtime_s,energy_proxy,emissions_index,sla_miss,carbon_at_start,deferrals,label,seed,deadline_min
67,208.95319730771573,243.44634717457978,243.459114142069,34.49314986686406,0.7660180493540919,1812.0383009024677,543611.4902707404,False,1002.2962490350881,1,B_carbon_smart,0,298.95319730771575
68,212.35680739298013,243.459114142069,243.50130860258804,31.102306749088882,2.5316676311412456,7016.126583381557,2104837.9750144673,False,1002.2962490350881,1,B_carbon_smart,0,302.35680739298016
69,220.6335762575728,243.50130860258804,243.50947234435418,22.86773234501524,0.48982450596766747,1016.0244912252983,304807.3473675895,False,1002.2962490350881,1,B_carbon_smart,0,310.6335762575728
70,223.10961935937888,243.50947234435418,243.5261823684994,20.399852984975297,1.0026014487129944,4806.050130072435,1441815.0390217307,False,1002.2962490350881,1,B_carbon_smart,0,313.1096193593789
71,233.68572272104961,243.5261823684994,243.54675210699173,9.84045964744979,1.2341843095388267,3708.061709215477,1112418.5127646432,False,1002.2962490350881,1,B_carbon_smart,0,323.6857227210496
72,235.1293996634903,243.54675210699173,243.56425540830494,8.417352443501443,1.0501980787921086,4806.05250990394,1441815.7529711819,False,1002.2962490350881,1,B_carbon_smart,0,325.1293996634903
73,238.78952729495,243.56425540830494,243.58040715243436,4.774728113354939,0.9691046477646199,4806.048455232388,1441814.5365697164,False,1002.2962490350881,1,B_carbon_smart,0,328.78952729495
0,3.5767634212417962,3.5767634212417962,3.6185348630927074,0.0,2.5062865110546695,7016.125314325553,5873925.027162389,False,837.2035509640891,0,A_blind,1,
1,4.601741419086202,4.601741419086202,4.611631331700126,0.0,0.5933947568354349,1016.0296697378418,941798.7899046201,False,926.940243927744,0,A_blind,1,
2,22.448201739202393,27.448201739202393,27.45873542474443,5.0,0.6320211325221641,1016.0316010566261,919135.3920067261,False,904.6326817501224,1,A_blind,1,
3,23.64619457462021,27.45873542474443,27.478822841508723,3.8125408501242184,1.205245005857652,3708.060262250293,3354432.4991305447,False,904.6326817501224,0,A_blind,1,
4,24.02297358272631,27.478822841508723,27.49837645036442,3.455849258782415,1.1732165313419445,3708.058660826567,3354431.050430305,False,904.6326817501224,0,A_blind,1,
5,29.899330720748182,39.89933072074818,39.91296538329394,10.0,0.8180797527454743,3008.040903987637,2830209.5591739677,False,940.8813408827235,2,A_blind,1,
6,31.51931214823955,39.91296538329394,39.92738538333155,8.393653235054387,0.865200002256507,3008.0432600001127,2830211.775902145,False,940.8813408827235,0,A_blind,1,
7,33.30833003253332,39.92738538333155,39.94150795080082,6.619055350798227,0.8473540481564622,3008.042367702408,2830210.9363558837,False,940.8813408827235,0,A_blind,1,
8,33.40458678321962,39.94150795080082,39.96092150477098,6.536921167581198,1.1648132382096503,3708.0582406619105,3488842.809545211,False,940.8813408827235,0,A_blind,1,
9,35.879581822007175,39.96092150477098,39.97153365354511,4.081339682763804,0.6367289264476973,1812.0318364463224,1704906.9439977997,False,940.8813408827235,0,A_blind,1,
10,39.2461304546504,39.97153365354511,39.98101425815966,0.7254031988947105,0.5688362768731323,1016.0284418138436,955962.2027087935,False,940.8813408827235,0,A_blind,1,
11,39.98946959557022,39.98946959557022,40.03117070055301,0.0,2.502066298967362,7016.125103314948,6418081.751107415,False,940.8813408827235,0,A_blind,1,
12,45.39258577291051,45.39258577291051,45.400648247264975,0.0,0.48374846126805826,1016.0241874230634,962732.0168232279,False,947.5483248730524,0,A_blind,1,
13,46.06164422560767,46.06164422560767,46.07146189922106,0.0,0.5890604168033727,1016.0294530208402,961503.6067599092,False,946.3343842062691,0,A_blind,1,
14,48.58187256250154,53.58187256250154,53.62250097004549,5.0,2.437704452637347,7016.121885222632,6545819.960453094,False,932.9683930149376,1,A_blind,1,
15,48.99374418904027,53.62250097004549,53.63355741391658,4.628756781005222,0.6633866322648274,1812.0331693316132,1690569.6740810794,False,932.9683930149376,0,A_blind,1,
16,51.94487303577408,53.63355741391658,53.64310386476419,1.6886843781424972,0.5727870508571344,1016.0286393525429,947922.6069138956,False,932.9683930149376,0,A_blind,1,
17,53.41979831713136,53.64310386476419,53.65284028130055,0.22330554763283317,0.5841849921815423,1016.029209249609,947923.1386098455,False,932.9683930149376,0,A_blind,1,
18,55.614223817547455,55.614223817547455,55.62456684299443,0.0,0.6205815268187066,1016.0310290763409,927048.5466938271,False,912.4214912379138,0,A_blind,1,
19,64.03941018450367,79.03941018450367,79.08194561231153,15.0,2.552125668472134,7016.127606283424,6755147.118773071,False,962.8027735304262,3,A_blind,1,
20,67.56024680609326,79.08194561231153,79.10183850009241,11.521698806218268,1.1935732668527983,3708.0596786633428,3570130.143033407,False,962.8027735304262,0,A_blind,1,
21,70.39166749319924,79.10183850009241,79.11464388631786,8.710171006893177,0.7683231735274842,1812.0384161586765,1744635.6128212544,False,962.8027735304262,0,A_blind,1,
