minute,running_jobs,setpoint_c,facility_kw,ambient_c
108,0,12.0,4.78886925795053,24.327872453148178
109,0,12.0,4.78886925795053,24.355483536481564
110,0,12.0,4.78886925795053,24.383032640101092
111,0,12.0,4.78886925795053,24.410519239511544
112,1,12.0,5.2659010600706715,24.437942811407684
113,2,12.0,5.742932862190813,24.465302833684238
114,1,12.0,5.2659010600706715,24.492598785445818
115,0,12.0,4.78886925795053,24.519830147016847
116,0,12.0,4.78886925795053,24.546996399951457
117,1,12.0,5.2659010600706715,24.57409702704335
118,0,12.0,4.78886925795053,24.60113151233565
119,1,12.0,5.2659010600706715,24.62809934113073
120,0,12.0,4.78886925795053,24.655
121,1,12.0,5.2659010600706715,24.681832976793693
122,0,12.0,4.78886925795053,24.70859776065061
123,0,12.0,4.78886925795053,24.73529384200784
124,0,12.0,4.78886925795053,24.761920712610486
125,1,12.0,5.2659010600706715,24.78847786552131
126,0,12.0,4.78886925795053,24.814964795130397
127,0,12.0,4.78886925795053,24.841380997164794
128,1,12.0,5.2659010600706715,24.86772596869809
129,0,12.0,4.78886925795053,24.89399920816
130,0,12.0,4.78886925795053,24.92020021534592
131,0,12.0,4.78886925795053,24.94632849142644
132,0,12.0,4.78886925795053,24.972383538956844
133,0,12.0,4.78886925795053,24.99836486188659
134,0,12.0,4.78886925795053,25.024271965568737
135,0,12.0,4.78886925795053,25.050104356769374
136,0,12.0,4.78886925795053,25.07586154367701
137,1,12.0,5.2659010600706715,25.101543035911938
138,1,12.0,5.2659010600706715,25.127148344535563
139,0,12.0,4.78886925795053,25.152676982059717
140,0,12.0,4.78886925795053,25.178128462455938
141,0,12.0,4.78886925795053,25.203502301164733
142,1,12.0,5.2659010600706715,25.228798015104783
143,0,12.0,4.78886925795053,25.25401512268216
144,0,12.0,4.78886925795053,25.279153143799483
145,1,12.0,5.2659010600706715,25.30421159986507
146,0,12.0,4.78886925795053,25.329190013802037
147,0,12.0,4.78886925795053,25.354087910057387
148,0,12.0,4.78886925795053,25.378904814611065
149,0,12.0,4.78886925795053,25.403640254984982
150,0,12.0,4.78886925795053,25.428293760252004
151,1,12.0,5.2659010600706715,25.452864861044937
152,0,12.0,4.78886925795053,25.477353089565433
153,1,12.0,5.2659010600706715,25.50175797959292
154,1,12.0,5.2659010600706715,25.526079066493477
155,0,12.0,4.78886925795053,25.550315887228663
156,0,12.0,4.78886925795053,25.574467980364346
157,2,12.0,5.742932862190813,25.59853488607949
158,0,12.0,4.78886925795053,25.622516146174902
159,0,12.0,4.78886925795053,25.64641130408196
160,2,12.0,5.742932862190813,25.670219904871296
161,0,12.0,4.78886925795053,25.693941495261477
162,0,12.0,4.78886925795053,25.717575623627607
163,0,12.0,4.78886925795053,25.74112184000996
164,0,12.0,4.78886925795053,25.76457969612251
165,1,12.0,5.2659010600706715,25.78794874536149
166,0,12.0,4.78886925795053,25.811228542813893
167,0,12.0,4.78886925795053,25.834418645265934
168,0,12.0,4.78886925795053,25.857518611211482
169,0,12.0,4.78886925795053,25.88052800086049
170,0,12.0,4.78886925795053,25.903446376147343
171,1,12.0,5.2659010600706715,25.92627330073922
172,1,12.0,5.2659010600706715,25.949008340044365
173,1,12.0,5.2659010600706715,25.971651061220413
174,0,12.0,4.78886925795053,25.99420103318259
175,0,12.0,4.78886925795053,26.016657826611937
176,0,12.0,4.78886925795053,26.03902101396347
177,0,12.0,4.78886925795053,26.061290169474347
178,0,12.0,4.78886925795053,26.08346486917194
179,0,12.0,4.78886925795053,26.105544690881935
180,0,12.0,4.78886925795053,26.127529214236354
181,0,12.0,4.78886925795053,26.14941802068156
182,1,12.0,5.2659010600706715,26.17121069348623
183,1,12.0,5.2659010600706715,26.192906817749293
184,2,12.0,5.742932862190813,26.21450598040781
185,0,12.0,4.78886925795053,26.236007770244864
186,0,12.0,4.78886925795053,26.257411777897367
187,1,12.0,5.2659010600706715,26.278717595863867
188,0,12.0,4.78886925795053,26.299924818512302
189,1,12.0,5.2659010600706715,26.321033042087727
190,0,12.0,4.78886925795053,26.342041864719985
191,2,12.0,5.742932862190813,26.362950886431378
192,0,12.0,4.78886925795053,26.383759709144275
193,0,12.0,4.78886925795053,26.404467936688683
194,0,12.0,4.78886925795053,26.425075174809805
195,0,12.0,4.78886925795053,26.44558103117553
196,0,12.0,4.78886925795053,26.46598511538391
197,1,12.0,5.2659010600706715,26.486287038970595
198,1,12.0,5.2659010600706715,26.506486415416223
199,1,12.0,5.2659010600706715,26.52658286015378
200,0,12.0,4.78886925795053,26.546575990575935
201,1,12.0,5.2659010600706715,26.5664654260423
202,1,12.0,5.2659010600706715,26.58625078788669
203,1,12.0,5.2659010600706715,26.60593169942434
204,1,12.0,5.2659010600706715,26.625507785959066
205,1,12.0,5.2659010600706715,26.64497867479039
206,0,12.0,4.78886925795053,26.664343995220662
207,0,12.0,4.78886925795053,26.683603378562097
208,2,12.0,5.742932862190813,26.702756458143796
209,0,12.0,4.78886925795053,26.72180286931873
210,0,12.0,4.78886925795053,26.740742249470685
211,0,12.0,4.78886925795053,26.759574238021166
212,1,12.0,5.2659010600706715,26.778298476436255
213,0,12.0,4.78886925795053,26.796914608233443
214,0,12.0,4.78886925795053,26.815422278988414
215,0,12.0,4.78886925795053,26.833821136341804
216,0,12.0,4.78886925795053,26.852110830005877
217,0,12.0,4.78886925795053,26.870291011771236
218,0,12.0,4.78886925795053,26.88836133551343
219,0,12.0,4.78886925795053,26.90632145719954
220,1,12.0,5.2659010600706715,26.924171034894734
221,0,12.0,4.78886925795053,26.941909728768785
222,0,12.0,4.78886925795053,26.959537201102535
223,1,12.0,5.2659010600706715,26.977053116294314
224,0,12.0,4.78886925795053,26.99445714086635
225,0,12.0,4.78886925795053,27.011748943471098
226,0,12.0,4.78886925795053,27.028928194897567
227,0,12.0,4.78886925795053,27.04599456807757
228,0,12.0,4.78886925795053,27.062947738091964
229,0,12.0,4.78886925795053,27.079787382176832
230,0,12.0,4.78886925795053,27.09651317972962
231,0,12.0,4.78886925795053,27.113124812315252
232,0,12.0,4.78886925795053,27.129621963672193
233,1,12.0,5.2659010600706715,27.146004319718454
234,0,12.0,4.78886925795053,27.162271568557596
235,1,12.0,5.2659010600706715,27.178423400484654
236,0,12.0,4.78886925795053,27.19445950799202
237,0,12.0,4.78886925795053,27.21037958577533
238,1,12.0,5.2659010600706715,27.22618333073925
239,0,12.0,4.78886925795053,27.241870442003254
